epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,83.8058,1.32357,9.39773,0.68373,1.25331,1.54896,0.43934,0.44884,0.36356,0.13306,0,0,0,0,2.23391,9.51642,0.50282,3.23902,2.55493,0.08218,0.00018,0.00018
